,inf,per1,per3,pred,right,equals
16566,осечь,осеку,осечёт,8к,8к,True
16567,пролетать,пролетаю,пролетает,1,1,True
16568,выспеть,выспею,выспеет,1,1,True
16569,искупаться,искупаюсь,искупается,1,1,True
16570,стандартизовать,стандартизую,стандартизует,2,2,True
16571,перестраховывать,перестраховываю,перестраховывает,1,1,True
16572,очищаться,очищаюсь,очищается,1,1,True
16573,отквитать,отквитаю,отквитает,1,1,True
16574,попользовать,попользую,попользует,2,2,True
16575,воодушевиться,воодушевлюсь,воодушевится,4,4,True
16576,выгородиться,выгорожусь,выгородится,4,4,True
16577,открахмаливать,открахмаливаю,открахмаливает,1,1,True
16578,сдираться,сдираюсь,сдирается,1,1,True
16579,вспомянуть,вспомяну,вспомянет,3,3,True
16580,вкушать,вкушаю,вкушает,1,1,True
16581,переряживаться,переряживаюсь,переряживается,1,1,True
16582,запереть,запру,запрёт,9,9,True
16583,продержаться,продержусь,продержится,5,5,True
16584,подгородить,подгорожу,подгородит,4,4,True
16585,шикать,шикаю,шикает,1,1,True
16586,выпрыскивать,выпрыскиваю,выпрыскивает,1,1,True
16587,наслащивать,наслащиваю,наслащивает,1,1,True
16588,надпиливать,надпиливаю,надпиливает,1,1,True
16589,вытоптать,вытопчу,вытопчет,6,6,True
16590,отпахать,отпашу,отпашет,6,6,True
16591,затачивать,затачиваю,затачивает,1,1,True
16592,наступить,наступлю,наступит,4,4,True
16593,возглавить,возглавлю,возглавит,4,4,True
16594,нюхнуть,нюхну,нюхнёт,3,3,True
16595,наполоскаться,наполоскаюсь,наполоскается,6,6,True
16596,накрасить,накрашу,накрасит,4,4,True
16597,отделять,отделяю,отделяет,1,1,True
16598,защепить,защеплю,защепит,4,4,True
16599,зажинать,зажинаю,зажинает,1,1,True
16600,порастаять,порастаю,порастает,6,6,True
16601,преумножать,преумножаю,преумножает,1,1,True
16602,отряхнуть,отряхну,отряхнёт,3,3,True
16603,обглядеть,обгляжу,обглядит,5,5,True
16604,подогнуться,подогнусь,подогнётся,3,3,True
16605,зенковать,зенкую,зенкует,2,2,True
16606,расплескаться,расплескаюсь,расплескается,1,6,False
16607,вымуштровать,вымуштрую,вымуштрует,2,2,True
16608,отстукивать,отстукиваю,отстукивает,1,1,True
16609,досасывать,досасываю,досасывает,1,1,True
16610,ковырнуть,ковырну,ковырнёт,3,3,True
16611,взмолиться,взмолюсь,взмолится,4,4,True
16612,перекоряться,перекоряюсь,перекоряется,1,1,True
16613,импортировать,импортирую,импортирует,2,2,True
16614,изгореть,изгорю,изгорит,5,5,True
16615,оглушать,оглушаю,оглушает,1,1,True
16616,благословить,благословлю,благословит,4,4,True
16617,сдирать,сдираю,сдирает,1,1,True
16618,подматывать,подматываю,подматывает,1,1,True
16619,заплеснуться,заплеснусь,заплеснётся,3,3,True
16620,беспутничать,беспутничаю,беспутничает,1,1,True
16621,подумать,подумаю,подумает,1,1,True
